ID,Restaurant,Address,Time,Price,District,latitude,longitude
1227,Phở Thìn 13 Lò Đúc Cơ Sở Happy Valley Q7,"H0 01 Lô H, Chung Cư Happy Valley, Đường N-Bắc, P. Tân Phong, Quận 7, TP. HCM",06:00 - 21:00,20.000 - 100.000,Quận 7,0.0,0.0
1228,Chay Mộc Hoa - Đường Số 5,"C25 Đường Số 5, P. Phú Mỹ, Quận 7, TP. HCM",07:00 - 14:00 | 16:00 - 20:30,10.000 - 50.000,Quận 7,10.7163523,106.7350405
1229,Bánh Mì Ông Hưng 1 - Phạm Thái Bường,"458 Phạm Thái Bường, P. Tân Phong, Quận 7, TP. HCM",06:30 - 19:20,15.000 - 25.000,Quận 7,10.7273225,106.7059504
1230,Lotteria - Phú Mỹ Hưng,"SB2-1 Mỹ Khánh 2, Quận 7, TP. HCM",08:00 - 22:15,30.000 - 77.000,Quận 7,0.0,0.0
1231,Cơm Gà Xối Mỡ Vi Anh - Lê Văn Lương,"190 Lê Văn Lương, P. Tân Hưng, Quận 7, TP. HCM",,30.000 - 30.000,Quận 7,10.7447038,106.7042941
1232,Nhà Hàng Chay The Vegan Garden,"3SB1-9, Số 2 Mỹ Viên, Chung Cư Mỹ Viên, P. Tân Phú, Quận 7, TP. HCM",08:00 - 21:00,40.000 - 100.000,Quận 7,0.0,0.0
1233,Kem Bơ - Trái Cây Tô 251 - Đường Số 4,"32 Đường Số 4, P. Tân Phú, Quận 7, TP. HCM",00:00 - 02:30 | 08:00 - 23:59,10.000 - 25.000,Quận 7,10.7355274,106.7261351
1234,Quán Hiền - Mì Quảng & Bún Cá Ngừ,"56 Đường Số 10, P. Tân Quy, Quận 7, TP. HCM",06:05 - 19:30,25.000 - 30.000,Quận 7,10.7434478,106.7101547
1235,JANGJI - Bánh Canh Cua & Tôm,"37 Lý Phục Man, P. Bình Thuận, Quận 7, TP. HCM",07:00 - 21:50,10.000 - 40.000,Quận 7,10.7424493,106.7220488
1236,Sushi 88 - Điểm Tâm Sáng - Đường Số 14,"44 - 46 Đường Số 14, P. Tân Hưng, Quận 7, TP. HCM",06:30 - 13:00,0 - 0,Quận 7,10.7402422,106.6983585
1237,Phở Ngọc - Đường 79,"125 Đường 79, P. Tân Quy, Quận 7, TP. HCM",06:00 - 13:00 | 16:00 - 21:30,30.000 - 72.000,Quận 7,0.0,0.0
1238,Cơm Sườn 86,"86 Phạm Hữu Lầu, Quận 7, TP. HCM",06:15 - 21:00,25.000 - 35.000,Quận 7,10.7048245,106.7348156
1239,Cơm Chiên Chảo Lửa - Gà Xối Mỡ - Lê Văn Lương,"653 Lê Văn Lương, Khu Phố 1, P. Tân Phong, Quận 7, TP. HCM",00:00 - 23:59,10.000 - 100.000,Quận 7,0.0,0.0
1240,Thành Đạt - Hủ Tiếu Nam Vang,"109 Âu Dương Lân, P. 2, Quận 8, TP. HCM",00:00 - 23:59,38.000 - 58.000,Quận 8,10.7421342,106.6851036
1241,Cô Hai Quán - Bánh Hỏi Heo Quay & Mì Nui Xào Bò,"227/34 Liên Tỉnh 5, P. 5, Quận 8, TP. HCM",07:00 - 18:30,20.000 - 30.000,Quận 8,10.7407239,106.6563772
1242,LIẾN HÚA - Hủ Tiếu Nam Vang - Dạ Nam,"203 Dạ Nam, P. 3, Quận 8, TP. HCM",06:30 - 22:00,0 - 0,Quận 8,10.7486207,106.6846966
1243,Bún Bò Huế Minh Sơn - Phạm Thế Hiển,"889 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",07:30 - 23:00,25.000 - 50.000,Quận 8,10.7438033,106.6721293
1244,Bình Mập - Bánh Tráng Phơi Sương,"22 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 23:30,8.000 - 50.000,Quận 8,10.7494973,106.6774981
1245,A Tài - Bánh Mì Heo Quay - Phạm Thế Hiển,"51/33 Phạm Thế Hiển, P. 1, Quận 8, TP. HCM",08:00 - 22:00,10.000 - 30.000,Quận 8,10.7506531,106.6891707
1246,Pizza Phố - Đường 26,"Số 33 Đường 26, P. 16, Quận 8, TP. HCM",07:00 - 21:55,70.000 - 180.000,Quận 8,0.0,0.0
1247,Bún Chả Hà Nội 27 - Âu Dương Lân,"237 Âu Dương Lân, P.2, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,10.7421342,106.6851036
1248,Bếp Steak Ruhi,"64 Phong Phú, P. 12, Quận 8, TP. HCM",08:00 - 19:30,20.000 - 55.000,Quận 8,10.7449615,106.6606891
1249,Cháo Trắng & Cháo Đậu HP - Hoàng Minh Đạo,"16 Hoàng Minh Đạo, P. 5, Quận 8, TP. HCM",06:30 - 21:57,5.000 - 25.000,Quận 8,10.7373378,106.6572288
1250,Huy Hoàng - Hủ Tiếu Nam Vang,"40 Âu Dương Lân, P. 3, Quận 8, TP. HCM",05:30 - 20:45,0 - 0,Quận 8,10.74748968,106.6820507
1251,Bún Thịt Nướng Võ Trứ,"55 Võ Trứ, P. 9, Quận 8, TP. HCM",06:00 - 21:00,0 - 0,Quận 8,10.7463473,106.6727864
1252,Quán Cô Bảy - Nui & Mì Xào - Đường Số 17,"17 Đường Số 17, P. 4, Quận 8, TP. HCM",06:00 - 23:48,0 - 0,Quận 8,10.7411656,106.6719193
1253,Năm Ký - Cơm Gà Xối Mỡ,"58 Đường Số 41, P. 16, Quận 8, TP. HCM",08:00 - 21:00,20.000 - 30.000,Quận 8,10.7253371,106.6215183
1254,Mỳ Quảng Hương Quê - Mỳ Quảng - 25 Tạ Quang Bửu,"25 Tạ Quang Bửu, P. 3, Quận 8, TP. HCM",06:00 - 21:45,0 - 0,Quận 8,10.7433059,106.6840576
1255,Bò Né 3 Ngon Phượng - CC Đồng Diều,"Lô G008 CC Đồng Diều, P.4, Quận 8, TP. HCM",06:00 - 20:30,0 - 0,Quận 8,0.0,0.0
1256,Lotteria - Tuy Lý Vương CoopMart,"40 - 54 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",07:30 - 21:30,18.000 - 310.000,Quận 8,10.7432873,106.6530111
1257,Cháo Dinh Dưỡng - Bông Sao,"78 Bông Sao, P. 5, Quận 8, TP. HCM",05:30 - 20:00,10.000 - 40.000,Quận 8,10.7406091,106.6617208
1258,Cơm Chay Thuận Ý,"84 Tạ Quang Bửu, P. 3, Quận 8, TP. HCM",07:00 - 20:00,30.000 - 50.000,Quận 8,10.7433059,106.6840576
1259,Mì Quảng 3 Anh Em - Nguyễn Thị Tần,"90 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",07:00 - 21:30,20.000 - 50.000,Quận 8,10.7482229,106.6851662
1260,Quán Chay Pháp Hoa - Bông Sao,"139 Bông Sao, P. 5, Quận 8, TP. HCM",06:00 - 22:00,15.000 - 20.000,Quận 8,10.7406091,106.6617208
1261,Phượng 22F - Bún Riêu & Canh Bún,"22F Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",07:00 - 18:00,25.000 - 45.000,Quận 8,10.7482229,106.6851662
1262,Gâu Gâu - Cơm Bò Xèo Chảo Gang,"238/15/8 Liên Tỉnh 5, P. 6, Quận 8, TP. HCM",09:00 - 19:00,25.000 - 47.000,Quận 8,10.7326598,106.6561121
1263,Cô Ba Chân Gà - Shop Online,"263A/18 Ba Đình, P. 8, Quận 8, TP. HCM",,70.000 - 400.000,Quận 8,10.7497266,106.6767349
1264,Thằng Bờm - Bún Đậu Mắm Tôm - Phạm Hùng,"320 Phạm Hùng, P. 5, Quận 8, TP. HCM",,25.000 - 55.000,Quận 8,10.7371371,106.6710068
1265,The Pizza Company - Quốc Lộ 50,"310 - 312 Quốc Lộ 50, P. 6, Quận 8, TP. HCM",,100.000 - 300.000,Quận 8,10.7326598,106.6561121
1266,Quán Phở Thanh,"2A Đỗ Ngọc Quang, P. 4, Quận 8, TP. HCM",06:30 - 12:30 | 17:00 - 21:00,28.000 - 40.000,Quận 8,10.7424798,106.6728237
1267,Lotteria - Dương Bá Trạc,"111 Dương Bá Trạc, Quận 8, TP. HCM",08:00 - 21:00,30.000 - 88.000,Quận 8,10.7455224,106.6894276
1268,Quán Chay Hội Ngộ - Hồ Thành Biên,"15 Hồ Thành Biên, P. 4, Quận 8, TP. HCM",06:30 - 19:00,10.000 - 25.000,Quận 8,10.7409034,106.6703972
1269,Hồng Ký - Hủ Tíu Mì Hoành Thánh & Mì Vịt Tiềm,"362 Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",06:00 - 12:00 | 15:00 - 23:59,40.000 - 100.000,Quận 8,10.7482816,106.6817654
1270,Hoàng Ty - Đặc Sản Trảng Bàng - Tạ Quang Bửu,"821 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",08:00 - 21:00,40.000 - 100.000,Quận 8,10.7341286,106.6569552
1271,Ghiền Chè Bưởi - Shop Online,"311/36 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",00:00 - 23:59,5.000 - 35.000,Quận 8,10.7414659,106.6884271
1272,Bếp Nhà Xoài - Nguyễn Văn Của,"41 Nguyễn Văn Của, P. 13, Quận 8, TP. HCM",07:00 - 12:00 | 17:00 - 20:30,22.000 - 50.000,Quận 8,10.7451093,106.6555498
1273,Bánh Tráng Dẻo Nyny - Trần Văn Thành,"11/16 Trần Văn Thành, P. 8, Quận 8, TP. HCM",03:00 - 19:00,5.000 - 13.000,Quận 8,10.7509839,106.6802731
1274,Lam Thiên Yến - Yến Tươi Chưng Nóng - Phạm Đức Sơn,"192A Phạm Đức Sơn, P. 16, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,10.7242111,106.6228029
1275,Tiệm Bánh Susan Bakery,"42A Đường 783 Tạ Quang Bửu, P. 4, Quận 8, TP. HCM",07:00 - 23:59,70.000 - 400.000,Quận 8,10.7379497,106.6731494
1276,Hủ Tiếu Nam Vang A Huy - Cao Lỗ,"35/9C Đường Cao Lỗ, P. 4, Quận 8, TP. HCM",06:00 - 10:00,11.000 - 63.000,Quận 8,10.7357855,106.6800336
1277,Bánh Cuốn Đồng Diều - Bánh Cuốn Nóng & Bánh Ướt - 54 Phạm Nhữ Tăng,"54 Phạm Nhữ Tăng, P. 4, Quận 8, TP. HCM",05:30 - 12:30,0 - 0,Quận 8,10.7375662,106.6769951
1278,Bún Chả Cá Quy Nhơn - Phạm Thế Hiển,"562 Phạm Thế Hiển, Quận 8, TP. HCM",07:00 - 20:30,20.000 - 30.000,Quận 8,10.7487118,106.6825496
1279,Ái Hồng - Nui Mì & Cơm Xào Bò,"95 Nguyễn Chế Nghĩa, P. 12, Quận 8, TP. HCM",06:00 - 11:30,20.000 - 30.000,Quận 8,10.742636,106.6537509
1280,Quán Cơm Chiên 180,"152A/9 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 21:55,15.000 - 60.000,Quận 8,10.7505217,106.6789412
1281,Phở Nị & Bò Kho,"726 Hưng Phú, Quận 8, TP. HCM",06:50 - 23:59,35.000 - 45.000,Quận 8,10.7487255,106.6799202
1282,Lò Bánh Mì & Heo Quay A Nhiều 2,"244 Dương Bá Trạc, Quận 8, TP. HCM",05:00 - 15:00,3.000 - 40.000,Quận 8,10.7442071,106.6889035
1283,Cơm Gà Xối Mỡ 142 - Ba Đình,"142 Ba Đình, P. 10, Quận 8, TP. HCM",,20.000 - 55.000,Quận 8,10.7474835,106.6676975
1284,Phở 25 - Chi Nhánh Q8,"53 Dương Quang Đông (Đường 1011 Cũ), P. 5, Quận 8, TP. HCM",06:00 - 13:00 | 16:00 - 22:00,30.000 - 50.000,Quận 8,0.0,0.0
1285,Chị Gà - Cơm Tấm - Phạm Thế Hiển,"1873/21 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",07:00 - 10:00,0 - 0,Quận 8,10.7402245,106.6549656
1286,Quán Bún Riêu & Canh Bún - Phạm Thế Hiển,"1556 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",06:00 - 19:00,0 - 0,Quận 8,10.7402245,106.6549656
1287,Cháo Dinh Dưỡng Panda - Đặng Chất,"12 Đặng Chất, P. 3, Quận 8, TP. HCM",06:00 - 17:45,13.000 - 35.000,Quận 8,10.747196,106.6840403
1288,Gỏi Cuốn & Bánh Mì Hấp 85,"85 Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 17:10,7.000 - 45.000,Quận 8,0.0,0.0
1289,Giò Chả Phương Anh,"100A/12 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 19:00,30.000 - 55.000,Quận 8,10.7447567,106.6890819
1290,Thanh Thủy - Cơm Tấm - Dương Bạch Mai,"138/2 Dương Bạch Mai, P. 5, Quận 8, TP. HCM",07:00 - 23:59,25.000 - 40.000,Quận 8,10.7343866,106.6671807
1291,Bayon - Hủ Tiếu Nam Vang - Bùi Minh Trực,"208 Bùi Minh Trực, P. 5, Quận 8, TP. HCM",06:00 - 22:00,28.000 - 45.000,Quận 8,10.7386505,106.6592047
1292,Bánh Tráng Gây Nghiện,"1/114 Tùng Thiện Vương, P. 11, Quận 8, TP. HCM",00:00 - 23:59,7.000 - 35.000,Quận 8,10.7490414,106.6672638
1293,Cháo Dinh Dưỡng Việt Soup - Nguyễn Thị Tần,"23F' Hẻm 101 Nguyễn Thị Tần, P. 2, Quận 8, TP. HCM",05:30 - 22:00,20.000 - 40.000,Quận 8,10.7482229,106.6851662
1294,Gỏi Cuốn 240 - Gỏi Cuốn - 240/11 Dương Bá Trạc,"240/11 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,10.7447567,106.6890819
1295,Chong Chóng Bakery - Bánh Ngon Nhà Làm - Hưng Phú,"782 Hưng Phú, P. 10, Quận 8, TP. HCM",08:00 - 22:00,10.000 - 25.000,Quận 8,10.7455771,106.6654353
1296,Bảo Phương - Bánh Mì Doner Kebab - Dương Bá Trạc,"306 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",06:00 - 21:59,20.000 - 20.000,Quận 8,10.7414659,106.6884271
1297,Bửu Ký Mì Gia,"1434H Phạm Thế Hiển, P. 5, Quận 8, TP. HCM",06:00 - 11:30 | 16:00 - 20:50,25.000 - 30.000,Quận 8,0.0,0.0
1298,Gà Mơ - Gà Rán & Bánh Gạo - Phạm Hùng,"13/20a Phạm Hùng, P. 4, Quận 8, TP. HCM",08:00 - 21:30,10.000 - 50.000,Quận 8,10.7392629,106.6695942
1299,Oanh - Cơm Tấm & Bún Thịt Nướng,"788 Hưng Phú, P. 10, Quận 8, TP. HCM",06:00 - 14:00,20.000 - 25.000,Quận 8,10.7455771,106.6654353
1300,Mì Quảng 3 Anh Em - Phạm Hùng,"322 Phạm Hùng, P. 4, Quận 8, TP. HCM",07:00 - 21:00,30.000 - 50.000,Quận 8,10.7392629,106.6695942
1301,Kem Nhãn Công Thành,"231/43 Dương Bá Trạc, P. 1, Quận 8, TP. HCM",06:00 - 22:00,15.000 - 60.000,Quận 8,10.7414659,106.6884271
1302,Quán Cơm Lê Nhung - Đường Số 6,"23 Đường Số 6, P. 6, Quận 8, TP. HCM",07:07 - 20:55,25.000 - 55.000,Quận 8,10.7344385,106.6542947
1303,"Ăn Vặt CƯỜNG NGÂN - Xoài Cóc Non, Chân Gà & Bánh Tráng","146 Đường Võ Trứ, P. 9, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,10.7467702,106.6733134
1304,Cơm Tấm & Bún Thịt Nướng - Mai Anh,"258/70 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",05:30 - 12:30,0 - 0,Quận 8,10.7447567,106.6890819
1305,Bảo Phương - Bánh Mì Doner Kebab - 288 Dương Bá Trạc,"288 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 21:59,16.000 - 25.000,Quận 8,10.74447,106.68892
1306,Quán Cơm Cô Thủy,"27 Nguyễn Chế Nghĩa, P. 13, Quận 8, TP. HCM",06:00 - 20:30 | 09:00 - 21:00,25.000 - 250.000,Quận 8,10.7437494,106.652293
1307,Cô Hằng - Rau Câu Dừa,"304/138B Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",06:00 - 22:00,5.000 - 20.000,Quận 8,10.7482816,106.6817654
1308,Huy Ký Mì Gia - Hưng Phú,"730 Hưng Phú, P. 10, Quận 8, TP. HCM",06:00 - 10:00 | 15:00 - 21:00,10.000 - 40.000,Quận 8,10.7455771,106.6654353
1309,Xúc Xích Đức Anh Ba Tây - Dương Bá Trạc,"174 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:00 - 08:40 | 15:00 - 20:40,25.000 - 190.000,Quận 8,10.7447567,106.6890819
1310,Cơm Tấm Gia Bảo - Cơm Sườn Bì Chả,"226 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",06:30 - 20:00,20.000 - 40.000,Quận 8,10.7447567,106.6890819
1311,Bánh Dừa Cadé Chú Lợi,"775 Hưng Phú, P. 9, Quận 8, TP. HCM",06:30 - 20:00,5.000 - 10.000,Quận 8,10.7470548,106.6730416
1312,Bếp Nhà Bao Tiểu Thư - Cơm & Bánh Tằm Bì,"43 Đào Cam Mộc, P. 4, Quận 8, TP. HCM",07:29 - 19:59,25.000 - 35.000,Quận 8,10.7427796,106.671997
1313,Bánh Tét Anh Đào - Shop Online,"129 Nguyễn Duy, P. 9, Quận 8, TP. HCM",07:00 - 20:30,15.000 - 150.000,Quận 8,10.7450903,106.6702927
1314,A Tài - Bánh Mì Heo Quay,"75B Dương Bá Trạc, P. 1, Quận 8, TP. HCM",07:00 - 22:00,25.000 - 25.000,Quận 8,10.7414659,106.6884271
1315,Phở Dũng - Phạm Thế Hiển,"811 Phạm Thế Hiển, P.4, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,10.7438033,106.6721293
1316,Cá Viên Chiên Mắm Tỏi & Ăn Vặt - Ăn Ngon Không Mập,"154/170/26c Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 23:59,20.000 - 100.000,Quận 8,10.7454804,106.6803306
1317,Khô Gà Lá Chanh HCM - Âu Dương Lân - Shop Online,"154/83/26D Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 22:00,50.000 - 280.000,Quận 8,10.7454804,106.6803306
1318,Quán Ngon Trảng Bàng - Võ Văn Kiệt,"15 Võ Văn Kiệt, P. 16, Quận 8, TP. HCM",07:00 - 21:00,20.000 - 400.000,Quận 8,10.7280816,106.6240457
1319,Diệu Bún Gạo Xào Chay & Bánh Uớt Chay,"139/27 Dạ Nam, P. 3, Quận 8, TP. HCM",06:00 - 19:00,0 - 0,Quận 8,10.7486207,106.6846966
1320,Xôi Xéo Hà Nội,"82 Đ. Châu Thị Hóa, P. 4, Quận 8, TP. HCM",07:00 - 19:00,10.000 - 35.000,Quận 8,10.7379668,106.6767862
1321,Ăn Vặt A Dìn - Nguyễn Duy,"40N/3 Nguyễn Duy, P. 9, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,10.7450903,106.6702927
1322,Bánh Cuốn 72,"120 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",06:00 - 21:00,18.000 - 28.000,Quận 8,10.74353,106.6542734
1323,Sữa Chua Trân Châu Hạ Long - Tùng Thiện Vương,"345 Tùng Thiện Vương, P. 12, Quận 8, TP. HCM",08:00 - 22:00,15.000 - 30.000,Quận 8,10.7441872,106.6560731
1324,Hủ Tiếu Nam Vang Liến Húa - Đào Cam Mộc,"135 Đào Cam Mộc, P. 4, Quận 8, TP. HCM",06:00 - 21:00,25.000 - 60.000,Quận 8,10.7427796,106.671997
1325,Mosi Mosi - Mì Cay & Ăn Vặt - Tuy Lý Vương,"108 Tuy Lý Vương, P. 13, Quận 8, TP. HCM",08:00 - 21:59,10.000 - 90.000,Quận 8,10.7432873,106.6530111
1326,Cơm Chay Diệu Hiền,"133 Bông Sao, P. 5, Quận 8, TP. HCM",07:00 - 22:00,15.000 - 20.000,Quận 8,10.7406091,106.6617208
1327,Bánh Bao Thọ Phát - Âu Dương Lân,"192 Âu Dương Lân , P. 3, Quận 8, TP. HCM",05:45 - 21:00,10.000 - 140.000,Quận 8,0.0,0.0
1328,Bánh Xèo Cô 9 - Bún Mắm Nêm & Bún Chả Ram Tôm Đất,"17 Đường Số 9, P. 4, Quận 8, TP. HCM",,19.000 - 79.000,Quận 8,10.7429629,106.669981
1329,Bánh Mì Ơi - 158 Cao Lỗ,"158 Cao Lỗ, P. 4, Quận 8, TP. HCM",07:00 - 17:00,15.000 - 45.000,Quận 8,10.7347073,106.6798296
1330,Phở Hiền - Phạm Thể Hiển,"592 Đường Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",00:00 - 23:59,5.000 - 39.000,Quận 8,10.7460028,106.6774229
1331,Thành Đạt - Hủ Tiếu Nam Vang - Quốc Lộ 50,"272 Quốc Lộ 50, P. 6, Quận 8, TP. HCM",00:00 - 23:59,35.000 - 40.000,Quận 8,10.7326598,106.6561121
1332,Kim Sơn - Bánh Mì & Xôi,"327C Tùng Thiện Vương, P. 11, Quận 8, TP. HCM",05:30 - 23:59,17.000 - 17.000,Quận 8,10.7490414,106.6672638
1333,Cơm Gà Hòa Bình - Phạm Thế Hiển,"280G Phạm Thế Hiển, P. 3, Quận 8, TP. HCM",,49.000 - 159.000,Quận 8,10.7482816,106.6817654
1334,Cháo dinh dưỡng - Việt Soup - Bông Sao,"63 Bông Sao, P. 5, Quận 8, TP. HCM",05:30 - 20:00,0 - 0,Quận 8,10.7406091,106.6617208
1335,"Liến Húa - Hủ Tiếu Nam Vang, Há Cảo & Xíu Mại","Chung Cư Green River - Lô A, 2225 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,50.000 - 100.000,Quận 8,0.0,0.0
1336,Ánh Bán Bánh - Bánh Kem & Bánh Bông Lan Trứng Muối,"E1 0.03 Chung Cư Him Lam Nam Khánh, Dương Quang Đông, P. 5, Quận 8, TP. HCM",07:00 - 21:00,10.000 - 100.000,Quận 8,0.0,0.0
1337,"Ẩm Thực Chay Sen Vàng - Cơm Chay, Lẩu Chay & Hủ Tiếu Chay - Tạ Quang Bửu","677 Tạ Quang Bửu, P. 4, Quận 8, TP. HCM",06:20 - 16:00 | 16:10 - 23:00,30.000 - 60.000,Quận 8,10.7381923,106.6730089
1338,Bếp Bà Ngân Kimbap - Trà Sữa,"413 Nguyễn Duy, P. 10, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,10.7437278,106.6634885
1339,Cơm 157 - Hưng Phú,"157A1 Hưng Phú, P. 8, Quận 8, TP. HCM",08:00 - 15:00,35.000 - 40.000,Quận 8,10.7494973,106.6774981
1340,Tiệm Gà Ủ Muối Chính Hiệu & Thế Giới Viên Chiên Thả Lẩu - 84 Cao Lỗ,"79C Đường 84 Cao Lỗ, P. 4, Quận 8, TP. HCM",00:00 - 23:59,20.000 - 250.000,Quận 8,10.7409025,106.6758906
1341,HOHOMEI Điểm Tâm - Mì Gia - Tạ Quang Bửu,"906 Tạ Quang Bửu, P. 5, Quận 8, TP. HCM",06:30 - 13:00 | 17:00 - 21:00,15.000 - 150.000,Quận 8,10.7341286,106.6569552
1342,Cơm Gà Ngon - Âu Dương Lân,"104 Âu Dương Lân, P. 3, Quận 8, TP. HCM",08:00 - 20:50,25.000 - 40.000,Quận 8,0.0,0.0
1343,Canh Bún & Bún Riêu Bạch Tuộc,"8K Nguyễn Thị Tần, Quận 8, TP. HCM",07:00 - 10:00,15.000 - 30.000,Quận 8,10.7488363,106.6847271
1344,Ăn Vặt Quận 8 - Khô Bò & Khô Gà - Phạm Thế Hiển,"1917/44 Phạm Thế Hiển, P. 6, Quận 8, TP. HCM",00:00 - 23:59,0 - 0,Quận 8,10.7402245,106.6549656
1345,Thiên Ân - Bánh Mì Hà Nội,"771B Hưng Phú, P. 9, Quận 8, TP. HCM",05:30 - 23:00,10.000 - 350.000,Quận 8,10.7470548,106.6730416
1346,AN FOOD 2 - Gà Ủ Muối Hoa Tiêu & Chân Gà Ủ Muối - Phạm Thế Hiển,"51B/30 Phạm Thế Hiển, P. 1, Quận 8, TP. HCM",00:01 - 23:59,50.000 - 200.000,Quận 8,10.750658,106.6885152
1347,Bún Bò Huế 67 - Bún Bò - 67 Bùi Điền,"67 Bùi Điền, P. 4, Quận 8, TP. HCM",06:30 - 20:00,27.000 - 30.000,Quận 8,10.7422818,106.6717207
1348,Bún Cá Châu Đốc 77,"875 Phạm Thế Hiển, P. 4, Quận 8, TP. HCM",07:00 - 22:30,25.000 - 30.000,Quận 8,10.7438033,106.6721293
1349,MẸ RI - MÌ Trộn INDOMIE,"34 Nguyễn Chế Nghĩa, P. 13, Quận 8, TP. HCM",06:00 - 18:00,10.000 - 269.000,Quận 8,10.7436471,106.6518222
1350,Bánh Cuốn Âu Lạc - Liên Tỉnh 5,"105 Liên Tỉnh 5, P. 5, Quận 8, TP. HCM",06:00 - 21:00,0 - 0,Quận 8,10.7407239,106.6563772
1351,Hưng Thúy - Bánh Mì Hà Nội,"363 Hưng Phú, P. 9, Quận 8, TP. HCM",00:00 - 23:59,10.000 - 450.000,Quận 8,10.7469604,106.6724921
1352,Bún Thịt Nướng Anh Thư - Bún Nem Nướng - Bông Sao,"104 Bông Sao, P. 5, Quận 8, TP. HCM",05:00 - 13:30,0 - 0,Quận 8,10.734427,106.6640049
1353,Cơm Tấm Ngô Quyền - Hiệp Phú,"3 Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",07:00 - 21:00,25.000 - 60.000,Quận 9,10.8448044,106.7754398
1354,Essence - Cake & Coffee,"184 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",06:00 - 22:00,8.000 - 42.000,Quận 9,10.8516722,106.7946566
1355,Thiên Phát - Bánh Mì Bình Định - Quang Trung,"64A Quang Trung, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",,12.000 - 130.000,Quận 9,10.8373943,106.7728314
1356,Long Ngon - Bánh Tráng Trộn,"82 Đường Số 21, P. Phước Long A, Quận 9, TP. HCM",,10.000 - 30.000,Quận 9,10.8123543,106.768888
1357,Snack To Go - Ăn Vặt Văn Phòng - Đường Số 1,"Chung Cư Sky9, 61 - 63 Đường Số 1, P. Phú hữu, Quận 9, TP. HCM",08:00 - 20:00,12.000 - 50.000,Quận 9,0.0,0.0
1358,Bún Đậu Mắm Tôm H-Famil - Man Thiện,"202A3 Man Thiện, P. Tăng Nhơn Phú A, Quận 9, TP. HCM",10:00 - 13:00 | 16:00 - 21:00,40.000 - 60.000,Quận 9,10.8516722,106.7946566
1359,Lẩu Bò Hương Quê - Quang Trung,"93/8 Quang Trung, P. Hiệp Phú, Quận 9, TP. HCM",,100.000 - 400.000,Quận 9,10.8396722,106.7728816
1360,Quán Cơm Nguyễn Trực - Tăng Nhơn Phú,"263 Tăng Nhơn Phú, P. Tăng Nhơn Phú B, Quận 9, TP. HCM",,25.000 - 30.000,Quận 9,10.8349602,106.7817879
1361,"Hùng Béo - Hủ Tiếu, Mì Xào & Cơm Trưa - Ngô Quyền","5A Ngô Quyền, Khu Phố 2, P. Hiệp Phú, Quận 9, TP. HCM",,25.000 - 35.000,Quận 9,0.0,0.0
1362,Cơm Cháy Kho Quẹt Nhà Bơ,"250 Đỗ Xuân Hợp, P. Phước Long A, Quận 9, TP. HCM",,15.000 - 50.000,Quận 9,10.8245952,106.7691909
1363,Lò Quay Văn Anh - Chân Giò Rút Xương & Gà Nướng Muối Ớt,"24B Tây Hòa, P. Phước Long A, Quận 9, TP. HCM",,180.000 - 500.000,Quận 9,10.8260916,106.7629655
1364,Quán Phở Tín 2 - Ngô Quyền,"52B Ngô Quyền, P. Hiệp Phú, Quận 9, TP. HCM",06:00 - 12:00 | 16:00 - 21:00,40.000 - 80.000,Quận 9,10.8448044,106.7754398
